timestamp,user_id,message,response_time,sentiment
2023-10-30 09:15:00,139,"Your FAQ page is really helpful.",3,positive
2023-10-30 09:30:00,140,"Frustrated with your mobile app.",7,negative
2023-10-30 09:45:00,141,"Can I get SMS order updates?",4,neutral
2023-11-01 09:00:00,142,"Can I pay with cryptocurrency?",4,neutral
2023-11-01 10:15:00,143,"Fantastic service once again!",2,positive
2023-11-01 11:30:00,144,"Where do I find the size chart?",3,neutral
2023-11-01 12:45:00,145,"My promo code didn’t work.",6,negative
2023-11-02 10:00:00,146,"Product arrived missing pieces.",7,negative
2023-11-02 11:15:00,147,"Can I track my return shipment?",4,neutral
2023-11-02 12:30:00,148,"So happy with my recent order!",2,positive
2023-11-03 09:45:00,149,"Is there an affiliate program?",4,neutral
2023-11-04 10:30:00,150,"Received a duplicate item.",6,negative
2023-11-04 11:00:00,151,"Love the new packaging design!",2,positive
2023-11-04 13:00:00,152,"Why was my return rejected?",8,negative
2023-11-05 12:00:00,153,"Can I bundle items for discount?",5,neutral
2023-11-06 09:00:00,154,"Thanks for the birthday coupon!",3,positive
2023-11-06 10:45:00,155,"Very confusing checkout process.",6,negative
2023-11-07 08:30:00,156,"Can I pay using multiple cards?",4,neutral
2023-11-08 09:00:00,157,"Your delivery partner was rude.",7,negative
2023-11-08 09:15:00,158,"Everything arrived perfectly!",2,positive
2023-11-08 11:00:00,159,"How do I update notification settings?",3,neutral
2023-11-08 13:30:00,160,"Why was my loyalty tier downgraded?",6,negative
2023-11-09 10:00:00,161,"App loads really fast!",2,positive
2023-11-10 12:45:00,162,"Received wrong item color.",6,negative
2023-11-10 13:00:00,163,"Can I opt out of marketing?",4,neutral
2023-11-11 11:30:00,164,"Got my refund faster than expected!",2,positive
2023-11-11 12:00:00,165,"How do I use store credit?",3,neutral
2023-11-12 08:45:00,166,"Still waiting for order confirmation.",7,negative
2023-11-12 09:00:00,167,"Is there a way to reorder fast?",3,neutral
2023-11-13 10:00:00,168,"I had a great support experience.",2,positive
2023-11-14 11:00:00,169,"Live chat wasn’t helpful.",6,negative
2023-11-14 11:15:00,170,"Love your holiday collection!",2,positive
2023-11-14 12:30:00,171,"Can I return without a receipt?",5,neutral
2023-11-15 10:15:00,172,"The app froze during checkout.",7,negative
2023-11-15 11:45:00,173,"Loved the little thank-you card!",2,positive
2023-11-16 09:00:00,174,"Are your items ethically made?",4,neutral
2023-11-16 09:30:00,175,"Why didn’t I get tracking info?",6,negative
2023-11-16 12:00:00,176,"Appreciate the fast response!",2,positive
2023-11-17 13:00:00,177,"The sizing guide was inaccurate.",6,negative
2023-11-17 14:00:00,178,"Your store layout is so modern!",3,positive
2023-11-18 09:45:00,179,"Do you sell refurbished items?",5,neutral
2023-11-19 08:00:00,180,"The wait time was too long.",7,negative
2023-11-20 09:30:00,181,"How do I cancel auto-renew?",5,neutral
2023-11-20 10:45:00,182,"Loved the hand-written note!",2,positive
2023-11-20 12:15:00,183,"Why is my account locked?",7,negative
2023-11-21 09:00:00,184,"Received a used product.",8,negative
2023-11-21 11:15:00,185,"Easy to track shipments!",2,positive
2023-11-22 10:30:00,186,"Where do I enter promo codes?",3,neutral
2023-11-22 11:00:00,187,"Checkout keeps looping back.",7,negative
2023-11-23 08:00:00,188,"Is there warranty on this item?",5,neutral
2023-11-23 09:00:00,189,"Received a thank-you freebie!",2,positive
2023-11-24 10:00:00,190,"Why does it say out of stock after I ordered?",8,negative
2023-11-24 11:30:00,191,"Really sleek website interface.",3,positive
2023-11-24 12:15:00,192,"Site won’t accept my ZIP code.",6,negative
2023-11-25 09:00:00,193,"Can I place a phone order?",4,neutral
2023-11-25 10:30:00,194,"Delivery was right on time!",2,positive
2023-11-26 09:00:00,195,"How do I cancel a subscription box?",5,neutral
2023-11-26 11:00:00,196,"Item was broken on arrival.",8,negative
2023-11-27 12:30:00,197,"Awesome support agent today!",2,positive
2023-11-27 13:45:00,198,"Why was my account charged twice?",7,negative
2023-11-28 09:00:00,199,"Can I share my wishlist?",3,neutral
2023-11-28 11:15:00,200,"Site is easy to navigate!",2,positive
